process,pump_make,pump_model,pump_runtime_hrs,status
CVD,Edwards,E2000,14650.3,Failed
CVD,Edwards,E1000,4932.5,Running
CVD,Edwards,E1000,16243.4,Failed
CVD,Busch,B2500,27695.9,Running
Etch,Busch,B2500,33061.0,Running
Diffusion,Busch,B500,5192.8,Running
Diffusion,Edwards,E1000,19539.2,Failed
CVD,Edwards,E2000,17494.6,Failed
Etch,Busch,B1500,31673.4,Failed
Etch,Busch,B1500,6997.9,Running
Etch,Edwards,E1000,18418.8,Failed
Etch,Edwards,E1000,26640.2,Failed
CVD,Edwards,E3000,45059.3,Failed
Etch,Edwards,E3000,22446.5,Failed
Diffusion,Edwards,E3000,65359.4,Failed
CVD,Edwards,E1000,16719.6,Failed
Etch,Busch,B500,4163.3,Failed
Etch,Busch,B1500,20886.1,Running
Diffusion,Edwards,E2000,17105.5,Failed
Diffusion,Edwards,E2000,3831.9,Failed
Etch,Busch,B2500,30165.0,Running
Diffusion,Busch,B2500,27774.4,Running
Etch,Edwards,E3000,7045.1,Running
CVD,Edwards,E1000,6756.4,Running
Diffusion,Busch,B2500,17769.6,Running
CVD,Edwards,E1000,10379.5,Running
Diffusion,Edwards,E1000,27353.3,Failed
Diffusion,Busch,B2500,13534.4,Failed
Etch,Edwards,E3000,724.1,Running
Diffusion,Edwards,E2000,19263.8,Failed
CVD,Busch,B2500,48129.4,Failed
Diffusion,Edwards,E2000,18713.9,Running
CVD,Busch,B2500,34398.4,Failed
Etch,Busch,B1500,10502.2,Failed
CVD,Edwards,E1000,45251.9,Running
CVD,Edwards,E1000,5962.2,Failed
Etch,Busch,B1500,4996.1,Running
Etch,Edwards,E1000,28421.7,Failed
Etch,Edwards,E2000,14275.9,Running
CVD,Edwards,E2000,8083.0,Failed
Diffusion,Edwards,E2000,12642.7,Failed
Diffusion,Edwards,E1000,42855.6,Failed
CVD,Busch,B500,23925.0,Failed
Etch,Busch,B2500,48129.5,Failed
Etch,Busch,B500,6729.1,Failed
Etch,Edwards,E3000,846.6,Running
CVD,Edwards,E1000,10377.6,Failed
Diffusion,Edwards,E1000,14415.8,Failed
Etch,Busch,B2500,17315.8,Failed
Etch,Busch,B1500,34454.6,Failed
CVD,Busch,B500,12647.2,Failed
Diffusion,Busch,B500,423.2,Running
Etch,Busch,B2500,9570.2,Running
CVD,Edwards,E1000,23866.3,Failed
Etch,Busch,B1500,36207.7,Failed
Etch,Busch,B500,6704.2,Running
Etch,Busch,B1500,11071.0,Running
Diffusion,Busch,B2500,22731.4,Failed
CVD,Edwards,E1000,5768.1,Failed
Diffusion,Edwards,E2000,36405.2,Failed
Etch,Busch,B2500,33812.9,Running
CVD,Edwards,E1000,22723.5,Failed
Etch,Busch,B1500,40250.5,Running
Etch,Busch,B1500,8020.6,Running
Etch,Busch,B1500,8896.5,Running
CVD,Edwards,E3000,10.0,Failed
Etch,Edwards,E3000,19870.7,Failed
Etch,Busch,B1500,33326.6,Failed
Diffusion,Edwards,E1000,46467.9,Failed
Etch,Busch,B500,9014.1,Running
CVD,Busch,B500,36656.2,Failed
Etch,Edwards,E3000,10325.0,Failed
CVD,Edwards,E1000,12974.3,Failed
CVD,Edwards,E1000,26314.0,Failed
Etch,Edwards,E1000,15129.1,Failed
CVD,Edwards,E3000,7380.5,Running
Diffusion,Busch,B2500,22778.3,Running
Etch,Busch,B500,3938.1,Failed
Etch,Edwards,E2000,28578.5,Failed
Diffusion,Edwards,E2000,10181.8,Failed
Diffusion,Busch,B1500,13958.2,Failed
Diffusion,Edwards,E3000,47953.6,Failed
CVD,Busch,B2500,26279.3,Running
Etch,Busch,B1500,5472.3,Failed
Etch,Busch,B2500,42580.1,Running
Etch,Busch,B1500,5455.4,Running
CVD,Busch,B1500,14036.6,Failed
Diffusion,Edwards,E3000,49410.7,Failed
CVD,Busch,B2500,37206.1,Running
CVD,Busch,B2500,25299.2,Running
Diffusion,Busch,B1500,7785.9,Failed
Diffusion,Edwards,E3000,47447.6,Running
Etch,Busch,B2500,34933.0,Running
Etch,Busch,B1500,20425.8,Failed
Etch,Busch,B2500,25237.6,Failed
Diffusion,Edwards,E3000,30124.0,Failed
CVD,Edwards,E1000,19607.8,Failed
Diffusion,Edwards,E2000,16142.5,Failed
CVD,Busch,B500,53030.7,Failed
Diffusion,Edwards,E3000,50216.8,Failed
CVD,Edwards,E1000,27711.3,Failed
Diffusion,Edwards,E2000,36056.5,Failed
CVD,Busch,B2500,20762.5,Running
Etch,Busch,B1500,20524.8,Failed
Etch,Edwards,E1000,22139.0,Running
Etch,Edwards,E1000,24295.3,Running
CVD,Busch,B2500,47662.1,Failed
CVD,Busch,B1500,18162.2,Failed
Etch,Edwards,E1000,8082.6,Failed
Diffusion,Edwards,E2000,9299.0,Failed
Etch,Busch,B500,11508.8,Running
Diffusion,Edwards,E1000,8065.8,Failed
Diffusion,Edwards,E2000,13668.1,Running
CVD,Edwards,E1000,20864.6,Failed
CVD,Edwards,E2000,30967.7,Failed
CVD,Edwards,E3000,13335.5,Failed
Etch,Edwards,E3000,19951.3,Failed
Diffusion,Edwards,E1000,18259.2,Failed
Diffusion,Edwards,E1000,22530.0,Failed
Etch,Edwards,E1000,12979.4,Failed
Etch,Edwards,E1000,12933.3,Running
Diffusion,Busch,B1500,5017.9,Running
Etch,Busch,B1500,20304.9,Failed
Diffusion,Edwards,E1000,30253.6,Failed
Etch,Busch,B1500,17816.1,Failed
Etch,Busch,B2500,16993.3,Failed
Diffusion,Busch,B1500,19375.5,Failed
Diffusion,Edwards,E3000,51705.0,Failed
CVD,Edwards,E2000,24002.9,Failed
CVD,Edwards,E3000,13271.5,Failed
CVD,Edwards,E1000,19719.8,Failed
Diffusion,Busch,B2500,18119.9,Failed
Etch,Busch,B2500,18012.3,Failed
Etch,Busch,B500,679.3,Failed
CVD,Busch,B2500,36396.9,Running
Diffusion,Edwards,E3000,46325.9,Failed
Etch,Edwards,E2000,28234.1,Running
Diffusion,Busch,B1500,7782.0,Failed
CVD,Edwards,E2000,18394.8,Running
Diffusion,Edwards,E3000,20407.9,Running
Etch,Busch,B500,1082.5,Running
CVD,Edwards,E1000,7859.6,Running
CVD,Busch,B1500,12838.5,Running
Diffusion,Busch,B2500,16783.1,Running
Etch,Edwards,E3000,10584.6,Failed
Etch,Edwards,E1000,24999.5,Running
Etch,Edwards,E3000,13261.2,Running
CVD,Edwards,E1000,15462.2,Failed
Etch,Busch,B1500,56418.2,Failed
Etch,Edwards,E3000,33456.4,Failed
Etch,Busch,B500,4446.3,Failed
CVD,Busch,B500,13751.0,Failed
CVD,Edwards,E1000,9035.7,Failed
CVD,Edwards,E2000,38287.3,Failed
Etch,Busch,B1500,8458.5,Running
CVD,Edwards,E1000,3661.4,Running
Diffusion,Edwards,E3000,34778.6,Failed
CVD,Edwards,E3000,12287.8,Failed
Etch,Edwards,E2000,17757.5,Failed
Etch,Edwards,E2000,33038.4,Running
CVD,Edwards,E1000,15343.0,Failed
Etch,Edwards,E2000,37877.5,Failed
Diffusion,Edwards,E2000,2073.7,Running
CVD,Edwards,E1000,16946.4,Failed
Etch,Edwards,E1000,19101.0,Running
CVD,Edwards,E1000,20581.2,Failed
Etch,Edwards,E3000,18563.5,Failed
CVD,Busch,B500,33303.0,Failed
CVD,Edwards,E1000,11058.5,Failed
CVD,Edwards,E2000,13460.7,Running
CVD,Busch,B1500,9498.9,Failed
Etch,Busch,B1500,21122.8,Failed
Etch,Edwards,E3000,27481.5,Failed
Diffusion,Busch,B2500,18429.7,Running
Etch,Busch,B1500,28641.0,Failed
Diffusion,Busch,B2500,48212.1,Failed
CVD,Edwards,E3000,1624.7,Running
Etch,Edwards,E2000,39386.1,Failed
CVD,Busch,B500,29526.4,Running
Etch,Busch,B1500,18102.1,Failed
CVD,Busch,B500,36389.8,Running
Etch,Edwards,E1000,3830.6,Failed
CVD,Edwards,E1000,9134.8,Failed
Etch,Busch,B500,3078.4,Running
CVD,Busch,B500,23657.1,Running
Etch,Busch,B500,12673.3,Running
Etch,Busch,B1500,32219.8,Failed
Diffusion,Busch,B1500,24231.8,Running
Etch,Busch,B2500,30851.0,Running
Diffusion,Busch,B2500,49275.7,Failed
Etch,Busch,B2500,25769.5,Failed
Etch,Busch,B500,7125.4,Failed
Etch,Edwards,E3000,33057.1,Failed
Diffusion,Busch,B2500,23727.1,Running
CVD,Busch,B500,13585.8,Running
Diffusion,Busch,B500,12787.0,Failed
Diffusion,Edwards,E3000,25672.5,Failed
Etch,Edwards,E2000,21306.6,Failed
Diffusion,Edwards,E3000,32281.1,Running
Etch,Edwards,E2000,10384.3,Running
CVD,Edwards,E1000,33555.9,Failed
Diffusion,Busch,B2500,3884.8,Running
Diffusion,Edwards,E2000,34912.5,Failed
Etch,Edwards,E1000,13942.8,Running
Etch,Busch,B1500,13875.8,Failed
Diffusion,Edwards,E3000,36610.6,Running
Diffusion,Edwards,E3000,43535.4,Running
Diffusion,Edwards,E1000,55609.9,Failed
Etch,Busch,B2500,28256.2,Failed
CVD,Edwards,E1000,3781.7,Running
Diffusion,Edwards,E3000,39364.9,Running
Etch,Edwards,E1000,23773.8,Failed
Diffusion,Busch,B1500,23319.0,Running
Etch,Busch,B500,5822.3,Running
CVD,Edwards,E1000,8715.0,Running
CVD,Edwards,E1000,12222.9,Failed
CVD,Busch,B2500,7685.9,Running
Etch,Edwards,E3000,36648.7,Failed
Diffusion,Busch,B2500,14626.3,Failed
CVD,Busch,B500,24401.8,Running
Etch,Busch,B1500,34555.2,Failed
Etch,Busch,B2500,39011.9,Failed
Etch,Edwards,E1000,38964.6,Failed
CVD,Busch,B2500,43195.4,Failed
CVD,Busch,B2500,61486.3,Running
CVD,Edwards,E2000,45422.6,Failed
CVD,Edwards,E2000,35597.9,Failed
Etch,Edwards,E3000,2309.5,Failed
Diffusion,Edwards,E2000,28476.5,Running
Diffusion,Edwards,E2000,44916.3,Failed
Etch,Edwards,E1000,52157.6,Failed
Etch,Busch,B1500,23543.1,Running
Diffusion,Edwards,E2000,36577.3,Failed
CVD,Edwards,E1000,3430.5,Running
Etch,Busch,B500,3144.9,Failed
Diffusion,Edwards,E2000,8346.9,Failed
CVD,Busch,B2500,53866.4,Running
Etch,Edwards,E2000,27647.0,Running
CVD,Edwards,E1000,20565.1,Failed
CVD,Busch,B500,22063.6,Running
Etch,Edwards,E1000,16400.1,Failed
Diffusion,Busch,B1500,32879.1,Failed
CVD,Busch,B500,24386.0,Running
Diffusion,Busch,B1500,7253.4,Running
Etch,Busch,B1500,13486.7,Failed
CVD,Edwards,E2000,26836.1,Failed
Diffusion,Edwards,E3000,56691.9,Running
Diffusion,Edwards,E2000,34478.8,Failed
Etch,Busch,B1500,8821.6,Failed
Diffusion,Edwards,E3000,39212.6,Running
Etch,Busch,B1500,43004.9,Failed
Diffusion,Busch,B2500,22443.8,Failed
Etch,Busch,B2500,27609.2,Failed
Diffusion,Busch,B1500,33420.5,Running
Etch,Busch,B1500,34465.2,Failed
Diffusion,Busch,B1500,17649.6,Running
Etch,Busch,B2500,48035.4,Running
Diffusion,Busch,B2500,19115.1,Running
Etch,Edwards,E3000,4654.0,Running
Etch,Edwards,E2000,30079.6,Failed
CVD,Busch,B500,42637.6,Failed
Etch,Edwards,E1000,11874.7,Failed
Diffusion,Edwards,E2000,12329.9,Failed
Diffusion,Busch,B2500,22275.1,Running
CVD,Busch,B500,37523.0,Running
CVD,Edwards,E1000,16899.8,Running
Diffusion,Edwards,E1000,40820.4,Failed
Diffusion,Busch,B500,38342.9,Failed
Etch,Busch,B2500,26852.6,Failed
CVD,Edwards,E1000,40850.2,Failed
CVD,Busch,B500,29777.8,Failed
Etch,Busch,B1500,14352.6,Running
CVD,Edwards,E3000,22627.3,Failed
Diffusion,Edwards,E2000,42182.5,Failed
Etch,Busch,B2500,26020.9,Failed
CVD,Busch,B500,22735.6,Failed
CVD,Edwards,E3000,5008.8,Failed
Etch,Busch,B2500,45368.6,Failed
Etch,Busch,B1500,28066.8,Running
Diffusion,Edwards,E3000,32098.3,Running
Etch,Busch,B2500,12101.1,Failed
CVD,Busch,B1500,3005.6,Failed
Etch,Busch,B1500,21138.8,Failed
Etch,Busch,B1500,14177.3,Running
Etch,Busch,B500,38061.4,Failed
Etch,Busch,B1500,42667.0,Failed
Diffusion,Busch,B1500,25881.3,Failed
CVD,Edwards,E1000,16175.7,Failed
CVD,Busch,B500,21896.6,Failed
Diffusion,Busch,B2500,34802.9,Running
CVD,Busch,B1500,19952.4,Failed
CVD,Busch,B1500,13242.9,Failed
Diffusion,Edwards,E1000,27889.8,Failed
Etch,Busch,B2500,19077.5,Running
CVD,Edwards,E1000,402.7,Running
CVD,Busch,B2500,41050.7,Running
Etch,Edwards,E3000,23704.0,Failed
Diffusion,Busch,B2500,33908.3,Running
Etch,Edwards,E1000,21727.2,Failed
CVD,Edwards,E1000,24625.3,Failed
Diffusion,Busch,B500,67321.5,Failed
CVD,Edwards,E1000,1858.1,Running
Etch,Edwards,E3000,13405.1,Failed
Diffusion,Edwards,E3000,28678.6,Running
Etch,Busch,B2500,11819.9,Failed
Etch,Busch,B1500,18699.0,Failed
Etch,Busch,B1500,19596.2,Failed
Diffusion,Busch,B500,6761.0,Failed
CVD,Edwards,E1000,3127.0,Running
Diffusion,Busch,B2500,25359.1,Failed
Etch,Edwards,E1000,20276.3,Failed
CVD,Edwards,E2000,20753.5,Running
Diffusion,Edwards,E2000,16074.8,Failed
Etch,Busch,B1500,4573.3,Running
Etch,Busch,B1500,20937.1,Failed
CVD,Busch,B500,34866.0,Failed
Diffusion,Busch,B2500,20121.9,Failed
Etch,Busch,B1500,30127.2,Failed
CVD,Edwards,E3000,8453.9,Running
Etch,Busch,B1500,21492.7,Failed
Etch,Busch,B2500,40817.8,Running
Diffusion,Edwards,E3000,18161.1,Running
Etch,Edwards,E2000,34169.2,Failed
Diffusion,Edwards,E1000,23842.2,Running
Etch,Busch,B1500,22202.8,Failed
Diffusion,Edwards,E3000,35477.4,Failed
CVD,Edwards,E2000,13138.9,Failed
Diffusion,Edwards,E3000,38980.6,Running
CVD,Edwards,E1000,14947.7,Failed
Diffusion,Busch,B2500,25552.4,Failed
Etch,Edwards,E1000,13926.7,Running
Etch,Busch,B1500,18036.0,Failed
CVD,Edwards,E1000,9158.2,Running
Diffusion,Busch,B2500,23618.1,Failed
CVD,Edwards,E3000,16050.5,Running
Diffusion,Busch,B2500,48443.0,Failed
CVD,Edwards,E1000,44848.9,Running
CVD,Edwards,E1000,10417.3,Failed
CVD,Edwards,E1000,4311.5,Failed
CVD,Busch,B2500,25134.6,Running
Etch,Busch,B2500,32624.2,Running
Etch,Busch,B1500,14191.5,Failed
Etch,Busch,B500,4806.8,Failed
Etch,Edwards,E2000,33843.4,Running
Etch,Edwards,E2000,18829.1,Running
Diffusion,Edwards,E1000,22151.7,Running
Etch,Busch,B500,31793.1,Failed
Etch,Busch,B2500,21792.3,Failed
CVD,Edwards,E1000,14275.0,Failed
Diffusion,Edwards,E1000,21044.9,Running
Diffusion,Busch,B1500,32142.6,Failed
Etch,Busch,B1500,15588.1,Failed
Etch,Busch,B500,18883.2,Failed
Etch,Busch,B500,5374.6,Failed
Diffusion,Edwards,E3000,59498.8,Failed
Etch,Busch,B1500,21119.4,Running
Etch,Busch,B2500,23379.4,Running
CVD,Edwards,E2000,28338.7,Running
CVD,Edwards,E1000,12761.3,Failed
Etch,Busch,B1500,12937.8,Running
CVD,Busch,B1500,22659.6,Failed
CVD,Busch,B500,30552.5,Failed
Etch,Edwards,E2000,27703.2,Running
Etch,Busch,B1500,30200.9,Failed
Diffusion,Busch,B2500,24978.8,Failed
Etch,Edwards,E3000,4698.5,Running
Etch,Edwards,E1000,13106.1,Running
CVD,Busch,B2500,39003.3,Running
CVD,Edwards,E1000,27493.6,Failed
Etch,Busch,B500,135.3,Failed
Etch,Edwards,E3000,7787.8,Failed
Etch,Busch,B500,28210.9,Failed
Etch,Busch,B1500,19288.5,Failed
Etch,Busch,B500,15627.3,Failed
CVD,Busch,B1500,19547.6,Failed
Etch,Edwards,E3000,25554.4,Failed
Diffusion,Busch,B2500,26611.8,Running
CVD,Edwards,E1000,9770.5,Failed
Etch,Busch,B1500,26520.4,Failed
Diffusion,Edwards,E1000,31679.0,Failed
Etch,Busch,B2500,38720.9,Running
Etch,Busch,B1500,25062.7,Running
Diffusion,Busch,B1500,40846.0,Running
Etch,Busch,B2500,34857.6,Failed
Etch,Busch,B2500,42415.4,Failed
Etch,Edwards,E3000,48151.4,Failed
Etch,Edwards,E2000,24028.5,Failed
Etch,Edwards,E1000,4998.6,Running
Etch,Busch,B1500,6197.2,Running
CVD,Busch,B1500,30749.8,Failed
Diffusion,Busch,B2500,28025.7,Failed
Etch,Busch,B1500,17360.6,Failed
Etch,Edwards,E2000,11970.4,Failed
CVD,Edwards,E3000,7301.4,Running
Diffusion,Busch,B500,8409.1,Failed
CVD,Edwards,E1000,10688.6,Failed
Etch,Busch,B1500,13547.7,Failed
CVD,Edwards,E1000,3523.3,Running
CVD,Edwards,E1000,14733.2,Running
Etch,Edwards,E1000,29529.8,Failed
Etch,Busch,B1500,2694.3,Running
Etch,Edwards,E2000,21024.0,Failed
Etch,Busch,B1500,11120.4,Running
CVD,Edwards,E1000,6241.9,Running
CVD,Busch,B2500,45495.7,Running
Etch,Busch,B500,608.6,Running
Diffusion,Edwards,E3000,22536.0,Failed
Diffusion,Edwards,E2000,37125.9,Failed
Etch,Busch,B1500,12482.6,Failed
Diffusion,Edwards,E2000,3043.8,Running
Diffusion,Edwards,E2000,2945.6,Failed
Etch,Busch,B1500,44593.2,Failed
Diffusion,Busch,B2500,18061.9,Failed
CVD,Busch,B500,63650.9,Running
Etch,Busch,B1500,46809.0,Failed
Etch,Edwards,E3000,19312.2,Failed
Etch,Busch,B2500,27198.2,Failed
CVD,Edwards,E1000,18314.8,Failed
Diffusion,Busch,B2500,16881.0,Failed
Etch,Edwards,E1000,7789.8,Running
Etch,Busch,B1500,29464.3,Running
Diffusion,Edwards,E2000,22697.4,Running
Etch,Busch,B2500,14953.4,Running
Diffusion,Busch,B2500,34075.3,Failed
Diffusion,Busch,B2500,35803.9,Running
CVD,Edwards,E3000,5404.2,Failed
CVD,Edwards,E1000,18190.0,Running
CVD,Edwards,E1000,11612.1,Failed
Diffusion,Edwards,E3000,69736.5,Failed
Etch,Busch,B500,13186.9,Running
Etch,Edwards,E1000,31671.2,Failed
CVD,Busch,B500,52147.0,Failed
Etch,Edwards,E2000,29618.5,Failed
Diffusion,Edwards,E2000,26336.7,Failed
Diffusion,Edwards,E2000,14501.6,Failed
CVD,Busch,B1500,13156.7,Failed
Diffusion,Edwards,E3000,33571.8,Failed
Diffusion,Edwards,E3000,52391.5,Failed
Diffusion,Edwards,E2000,3486.4,Running
CVD,Busch,B500,68154.3,Failed
Diffusion,Edwards,E2000,32797.8,Failed
Etch,Busch,B1500,28419.3,Failed
Etch,Edwards,E1000,12035.0,Failed
CVD,Busch,B2500,19318.3,Failed
Etch,Edwards,E2000,25119.5,Failed
CVD,Edwards,E1000,14987.9,Failed
CVD,Edwards,E1000,459.6,Failed
CVD,Busch,B2500,44453.0,Failed
Diffusion,Busch,B2500,26249.5,Failed
Etch,Edwards,E1000,21736.7,Failed
Etch,Busch,B1500,24284.7,Failed
Etch,Busch,B1500,11976.4,Running
Etch,Busch,B2500,34042.7,Running
CVD,Busch,B500,49074.3,Running
Etch,Edwards,E2000,23995.5,Running
Etch,Edwards,E1000,14264.9,Failed
CVD,Busch,B2500,35565.9,Failed
Etch,Busch,B1500,17680.9,Running
Etch,Edwards,E1000,20023.2,Failed
CVD,Busch,B1500,11663.9,Failed
Etch,Busch,B1500,11428.4,Running
Diffusion,Edwards,E3000,47676.8,Failed
Diffusion,Edwards,E2000,8919.4,Failed
CVD,Busch,B500,50931.3,Running
Etch,Busch,B2500,46969.7,Failed
Etch,Busch,B1500,31960.6,Failed
Etch,Busch,B2500,30236.3,Running
Etch,Edwards,E1000,26913.4,Running
CVD,Edwards,E2000,37257.0,Failed
Etch,Busch,B1500,32238.4,Failed
Etch,Busch,B1500,17597.0,Running
CVD,Edwards,E3000,5081.8,Failed
Etch,Busch,B500,51116.8,Failed
Etch,Busch,B2500,28277.2,Running
Etch,Busch,B1500,14382.1,Failed
Etch,Edwards,E1000,30789.8,Failed
CVD,Edwards,E1000,22294.2,Failed
Etch,Busch,B1500,15686.7,Running
Diffusion,Busch,B2500,17589.5,Failed
Etch,Edwards,E3000,14883.4,Failed
Etch,Busch,B1500,16466.6,Failed
CVD,Busch,B500,38749.3,Running
Diffusion,Busch,B2500,29033.9,Failed
CVD,Edwards,E1000,10407.3,Failed
Diffusion,Busch,B2500,30641.9,Failed
Etch,Busch,B500,26173.5,Failed
CVD,Edwards,E2000,10747.6,Running
CVD,Busch,B500,30390.9,Failed
CVD,Busch,B500,31184.0,Running
CVD,Busch,B2500,21696.3,Failed
Diffusion,Edwards,E1000,33589.0,Failed
CVD,Edwards,E2000,14714.9,Failed
Etch,Busch,B1500,14262.4,Failed
Etch,Busch,B2500,22098.4,Running
Etch,Busch,B2500,22788.6,Failed
Etch,Edwards,E1000,13083.8,Failed
Etch,Edwards,E3000,9046.7,Failed
CVD,Busch,B500,60966.5,Failed
Diffusion,Edwards,E2000,33736.9,Failed
Etch,Busch,B1500,39272.2,Failed
CVD,Edwards,E1000,6363.2,Failed
Etch,Edwards,E1000,3372.4,Failed
Etch,Busch,B1500,13369.1,Running
Etch,Busch,B1500,28465.8,Failed
Diffusion,Edwards,E2000,26067.2,Failed
Diffusion,Edwards,E2000,15067.3,Running
Diffusion,Edwards,E3000,27307.6,Running
CVD,Edwards,E1000,10672.7,Failed
Etch,Busch,B2500,27695.4,Running
Diffusion,Edwards,E1000,47821.0,Failed
Etch,Edwards,E3000,20695.4,Running
Diffusion,Edwards,E2000,17830.1,Failed
Etch,Busch,B2500,45662.2,Running
Etch,Busch,B500,11809.9,Failed
Etch,Busch,B500,2241.3,Running
CVD,Busch,B2500,49552.9,Running
CVD,Edwards,E3000,75991.3,Failed
Etch,Busch,B2500,47316.2,Failed
Etch,Busch,B1500,13746.0,Failed
CVD,Edwards,E1000,10516.1,Failed
Diffusion,Edwards,E1000,30582.8,Running
CVD,Busch,B500,31938.4,Failed
Diffusion,Edwards,E2000,11574.7,Running
Diffusion,Edwards,E1000,31145.8,Running
Diffusion,Edwards,E2000,14834.6,Failed
Etch,Busch,B1500,35844.4,Failed
CVD,Edwards,E3000,11002.8,Failed
Etch,Edwards,E1000,8157.5,Failed
CVD,Edwards,E1000,8430.5,Failed
CVD,Edwards,E2000,13156.9,Failed
CVD,Edwards,E2000,21688.0,Failed
Etch,Edwards,E2000,18384.0,Running
Diffusion,Edwards,E2000,40998.2,Failed
Diffusion,Edwards,E1000,29990.8,Failed
CVD,Busch,B500,29848.0,Failed
Diffusion,Busch,B2500,21730.7,Failed
CVD,Edwards,E1000,26614.1,Failed
CVD,Edwards,E1000,39244.2,Failed
Etch,Edwards,E2000,19072.2,Failed
Diffusion,Busch,B2500,40554.2,Failed
Etch,Busch,B500,3525.2,Failed
CVD,Busch,B2500,54364.0,Running
Etch,Busch,B500,139.9,Failed
Etch,Busch,B1500,23273.0,Failed
Diffusion,Edwards,E3000,45939.6,Failed
Diffusion,Edwards,E1000,43864.0,Failed
Diffusion,Busch,B2500,39405.9,Failed
Etch,Busch,B1500,24906.3,Running
Etch,Busch,B1500,15802.6,Running
CVD,Edwards,E1000,12463.2,Failed
Etch,Busch,B2500,44394.0,Failed
CVD,Edwards,E2000,26330.7,Failed
Etch,Edwards,E3000,6483.8,Failed
Diffusion,Edwards,E3000,23985.0,Running
CVD,Busch,B2500,41112.0,Failed
Etch,Edwards,E1000,32589.4,Failed
Diffusion,Edwards,E3000,41480.2,Running
CVD,Edwards,E1000,9863.5,Failed
CVD,Busch,B500,31565.5,Failed
Etch,Busch,B1500,14932.3,Failed
Etch,Edwards,E1000,11439.6,Failed
Etch,Edwards,E3000,8591.3,Running
Etch,Busch,B1500,21479.1,Running
Diffusion,Busch,B2500,30090.0,Failed
CVD,Edwards,E1000,6105.0,Failed
Etch,Busch,B500,21993.8,Failed
CVD,Edwards,E1000,10228.7,Failed
Diffusion,Edwards,E2000,60059.9,Failed
CVD,Edwards,E1000,24379.6,Failed
CVD,Edwards,E1000,11648.6,Failed
CVD,Busch,B500,35424.0,Failed
Etch,Edwards,E2000,16187.7,Failed
Etch,Busch,B2500,33226.5,Running
CVD,Busch,B2500,46832.7,Running
Diffusion,Busch,B2500,37020.3,Running
CVD,Busch,B500,41348.0,Running
CVD,Busch,B500,50045.6,Running
Diffusion,Edwards,E3000,31387.0,Failed
CVD,Edwards,E3000,957.8,Running
Etch,Edwards,E1000,10304.0,Failed
CVD,Busch,B2500,56859.0,Running
CVD,Edwards,E2000,6584.4,Running
Diffusion,Edwards,E2000,5758.8,Running
Diffusion,Edwards,E1000,35206.2,Running
CVD,Busch,B2500,43475.8,Running
CVD,Busch,B1500,39712.7,Failed
Diffusion,Edwards,E2000,6612.3,Failed
Diffusion,Edwards,E3000,30326.9,Running
Diffusion,Busch,B1500,24521.0,Failed
Etch,Edwards,E2000,9731.5,Running
CVD,Edwards,E1000,6798.0,Failed
CVD,Busch,B500,28138.7,Failed
Etch,Busch,B2500,53612.3,Failed
Etch,Busch,B500,9886.0,Failed
Etch,Edwards,E2000,21620.1,Running
CVD,Busch,B500,29725.6,Failed
Diffusion,Busch,B2500,42662.9,Failed
Diffusion,Busch,B2500,25005.7,Failed
CVD,Busch,B2500,72033.8,Failed
CVD,Edwards,E1000,28556.5,Running
CVD,Edwards,E1000,7780.8,Running
Etch,Busch,B500,1225.1,Running
Diffusion,Busch,B2500,20576.5,Failed
CVD,Busch,B2500,50802.7,Running
Diffusion,Busch,B2500,7337.8,Running
CVD,Edwards,E1000,29371.4,Failed
Etch,Edwards,E3000,7685.3,Failed
Diffusion,Busch,B2500,29456.6,Running
Diffusion,Edwards,E3000,36552.5,Failed
Etch,Edwards,E1000,10439.5,Failed
Etch,Edwards,E3000,4803.6,Running
CVD,Edwards,E3000,15563.7,Failed
CVD,Edwards,E3000,6890.8,Failed
CVD,Busch,B2500,34129.3,Running
Etch,Busch,B500,7366.2,Running
Etch,Busch,B2500,32414.3,Failed
Etch,Edwards,E3000,12050.6,Running
CVD,Edwards,E3000,6838.0,Failed
CVD,Edwards,E1000,6634.4,Running
Etch,Busch,B1500,30526.6,Running
Etch,Busch,B2500,24828.9,Failed
Etch,Busch,B500,3807.1,Failed
Etch,Edwards,E2000,29005.9,Failed
Diffusion,Busch,B2500,26976.6,Failed
CVD,Edwards,E3000,7072.0,Failed
Etch,Busch,B1500,17487.2,Failed
Etch,Edwards,E2000,34089.7,Failed
CVD,Busch,B2500,29756.7,Failed
CVD,Busch,B2500,26341.0,Failed
CVD,Edwards,E2000,23141.9,Failed
Diffusion,Busch,B2500,11317.0,Failed
CVD,Edwards,E1000,10041.4,Running
CVD,Edwards,E1000,35212.9,Failed
Etch,Busch,B1500,18609.4,Running
Etch,Busch,B1500,18663.8,Failed
CVD,Busch,B2500,20500.1,Failed
Diffusion,Edwards,E1000,17696.8,Failed
CVD,Edwards,E1000,27699.6,Failed
Etch,Edwards,E2000,18097.3,Failed
Etch,Edwards,E1000,21695.4,Failed
Etch,Edwards,E1000,15627.0,Failed
Etch,Busch,B1500,24462.9,Failed
CVD,Edwards,E1000,7324.8,Failed
Etch,Busch,B1500,32123.6,Running
CVD,Busch,B500,33482.7,Failed
Diffusion,Edwards,E2000,11738.5,Running
CVD,Edwards,E1000,36999.9,Failed
Diffusion,Edwards,E3000,73705.4,Running
Etch,Edwards,E3000,11979.0,Failed
